Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"4,084,959.15",0.02,"4,084,959.15","35,055.00",116.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BALL,BALL CORP,Materials,Equity,"4,081,777.92",0.02,"4,081,777.92","76,352.00",53.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
5401,NIPPON STEEL CORP,Materials,Equity,"4,079,454.48",0.02,"4,079,454.48","209,034.00",19.52,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
857,PETROCHINA LTD H,Energy,Equity,"4,077,212.77",0.02,"4,077,212.77","5,168,000.00",0.79,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
STMPA,STMICROELECTRONICS NV,Information Technology,Equity,"4,069,155.22",0.02,"4,069,155.22","161,423.00",25.21,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
PNDORA,PANDORA,Consumer Discretionary,Equity,"4,065,070.82",0.02,"4,065,070.82","22,308.00",182.22,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
2010,SAUDI BASIC INDUSTRIES,Materials,Equity,"4,062,322.27",0.02,"4,062,322.27","229,341.00",17.71,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"4,060,076.15",0.02,"4,060,076.15","105,869.00",38.35,United States,NASDAQ,USD,1.00,USD,-
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,"4,051,902.96",0.02,"4,051,902.96","33,039.00",122.64,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"4,050,644.88",0.02,"4,050,644.88","41,592.00",97.39,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
POLI,BANK HAPOALIM BM,Financials,Equity,"4,042,403.77",0.02,"4,042,403.77","328,673.00",12.30,Israel,Tel Aviv Stock Exchange,USD,3.66,ILS,-
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,"4,024,425.46",0.02,"4,024,425.46","52,946.00",76.01,United States,NASDAQ,USD,1.00,USD,-
TOU,TOURMALINE OIL CORP,Energy,Equity,"4,025,038.88",0.02,"4,025,038.88","84,071.00",47.88,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
MAS,MASCO CORP,Industrials,Equity,"4,011,985.44",0.02,"4,011,985.44","55,353.00",72.48,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
3968,CHINA MERCHANTS BANK LTD H,Financials,Equity,"4,007,276.49",0.02,"4,007,276.49","814,288.00",4.92,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
YUMC,YUM CHINA HOLDINGS INC,Consumer Discretionary,Equity,"4,002,735.84",0.02,"4,002,735.84","91,848.00",43.58,China,New York Stock Exchange Inc.,USD,1.00,USD,-
POWERGRID,POWER GRID CORPORATION OF INDIA LT,Utilities,Equity,"4,002,976.30",0.02,"4,002,976.30","1,126,071.00",3.55,India,National Stock Exchange Of India,USD,85.87,INR,-
J,JACOBS SOLUTIONS INC,Industrials,Equity,"3,999,122.60",0.02,"3,999,122.60","30,046.00",133.10,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"3,994,281.06",0.02,"3,994,281.06","45,906.00",87.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AVY,AVERY DENNISON CORP,Materials,Equity,"3,987,523.53",0.02,"3,987,523.53","21,243.00",187.71,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
WSO,WATSCO INC,Industrials,Equity,"3,964,445.29",0.02,"3,964,445.29","8,497.00",466.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
600519,KWEICHOW MOUTAI LTD A,Consumer Staples,Equity,"3,951,126.14",0.02,"3,951,126.14","20,132.00",196.26,China,Shanghai Stock Exchange,USD,7.33,CNY,-
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Equity,"3,933,822.06",0.02,"3,933,822.06","21,474.00",183.19,Israel,NASDAQ,USD,1.00,USD,"Jun 28, 1996"
CYBR,CYBER ARK SOFTWARE LTD,Information Technology,Equity,"3,919,945.35",0.02,"3,919,945.35","11,377.00",344.55,Israel,NASDAQ,USD,1.00,USD,-
2082,ACWA POWER CO,Utilities,Equity,"3,919,275.92",0.02,"3,919,275.92","37,082.00",105.69,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
CHF,CHF CASH,Cash and/or Derivatives,Cash,"3,912,761.39",0.02,"3,912,761.39","3,569,025.00",109.63,Switzerland,-,USD,0.91,CHF,-
SGSN,SGS SA,Industrials,Equity,"3,904,453.65",0.02,"3,904,453.65","38,254.00",102.07,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
FFIV,F5 INC,Information Technology,Equity,"3,901,495.32",0.02,"3,901,495.32","15,073.00",258.84,United States,NASDAQ,USD,1.00,USD,-
REP,REPSOL SA,Energy,Equity,"3,891,635.49",0.02,"3,891,635.49","313,566.00",12.41,Spain,Bolsa De Madrid,USD,0.97,EUR,-
APTV,APTIV LTD,Consumer Discretionary,Equity,"3,892,294.40",0.02,"3,892,294.40","64,018.00",60.80,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
6594,NIDEC CORP,Industrials,Equity,"3,889,218.55",0.02,"3,889,218.55","209,800.00",18.54,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
CLNX,CELLNEX TELECOM SA,Communication,Equity,"3,885,273.82",0.02,"3,885,273.82","131,119.00",29.63,Spain,Bolsa De Madrid,USD,0.97,EUR,-
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,"3,884,238.79",0.02,"3,884,238.79","51,169.00",75.91,Netherlands,NASDAQ,USD,1.00,USD,-
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"3,884,599.56",0.02,"3,884,599.56","10,596.00",366.61,United States,NASDAQ,USD,1.00,USD,-
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"3,880,341.75",0.02,"3,880,341.75","62,175.00",62.41,United States,NASDAQ,USD,1.00,USD,-
HO,THALES SA,Industrials,Equity,"3,877,880.61",0.02,"3,877,880.61","26,183.00",148.11,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
EAND,EMIRATES TELECOM,Communication,Equity,"3,869,907.67",0.02,"3,869,907.67","867,776.00",4.46,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"3,868,984.02",0.02,"3,868,984.02","54,021.00",71.62,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
RPM,RPM INTERNATIONAL INC,Materials,Equity,"3,863,161.26",0.02,"3,863,161.26","31,518.00",122.57,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
GEN,GEN DIGITAL INC,Information Technology,Equity,"3,854,120.26",0.02,"3,854,120.26","142,166.00",27.11,United States,NASDAQ,USD,1.00,USD,-
9020,EAST JAPAN RAILWAY,Industrials,Equity,"3,838,841.59",0.02,"3,838,841.59","224,400.00",17.11,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"3,840,014.64",0.02,"3,840,014.64","28,644.00",134.06,United States,NASDAQ,USD,1.00,USD,-
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"3,821,647.86",0.02,"3,821,647.86","14,286.00",267.51,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
KNEBV,KONE,Industrials,Equity,"3,815,612.63",0.02,"3,815,612.63","79,773.00",47.83,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.97,EUR,-
COL,COLES GROUP LTD,Consumer Staples,Equity,"3,813,034.37",0.02,"3,813,034.37","324,276.00",11.76,Australia,Asx - All Markets,USD,1.61,AUD,-
NTPC,NTPC LTD,Utilities,Equity,"3,813,139.23",0.02,"3,813,139.23","1,022,107.00",3.73,India,National Stock Exchange Of India,USD,85.87,INR,-
ESSITY B,ESSITY CLASS B,Consumer Staples,Equity,"3,802,622.17",0.02,"3,802,622.17","142,725.00",26.64,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
OC,OWENS CORNING,Industrials,Equity,"3,798,072.52",0.02,"3,798,072.52","22,132.00",171.61,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
8309,SUMITOMO MITSUI TRUST GROUP INC,Financials,Equity,"3,796,922.30",0.02,"3,796,922.30","163,216.00",23.26,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
5020,ENEOS HOLDINGS INC,Energy,Equity,"3,794,090.48",0.02,"3,794,090.48","741,980.00",5.11,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"3,793,096.44",0.02,"3,793,096.44","17,612.00",215.37,United States,NASDAQ,USD,1.00,USD,-
KEY,KEYCORP,Financials,Equity,"3,779,564.78",0.02,"3,779,564.78","220,898.00",17.11,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
NI,NISOURCE INC,Utilities,Equity,"3,777,823.80",0.02,"3,777,823.80","103,644.00",36.45,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"3,772,161.48",0.02,"3,772,161.48","67,348.00",56.01,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
XRO,XERO LTD,Information Technology,Equity,"3,765,093.95",0.02,"3,765,093.95","35,534.00",105.96,Australia,Asx - All Markets,USD,1.61,AUD,-
EUR,EUR CASH,Cash and/or Derivatives,Cash,"3,753,608.92",0.02,"3,753,608.92","3,644,457.00",103.00,European Union,-,USD,0.97,EUR,-
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"3,750,482.50",0.02,"3,750,482.50","67,625.00",55.46,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"3,751,560.48",0.02,"3,751,560.48","33,232.00",112.89,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EG,EVEREST GROUP LTD,Financials,Equity,"3,739,196.07",0.02,"3,739,196.07","10,149.00",368.43,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,Equity,"3,739,359.61",0.02,"3,739,359.61","353,943.00",10.56,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
ENTG,ENTEGRIS INC,Information Technology,Equity,"3,724,938.64",0.02,"3,724,938.64","37,339.00",99.76,United States,NASDAQ,USD,1.00,USD,-
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"3,719,847.94",0.02,"3,719,847.94","20,918.00",177.83,United States,NASDAQ,USD,1.00,USD,-
RVTY,REVVITY INC,Health Care,Equity,"3,716,359.24",0.02,"3,716,359.24","31,922.00",116.42,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SBK,STANDARD BANK GROUP,Financials,Equity,"3,707,986.52",0.02,"3,707,986.52","317,804.00",11.67,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
WEGE3,WEG SA,Industrials,Equity,"3,708,411.82",0.02,"3,708,411.82","414,657.00",8.94,Brazil,XBSP,USD,6.07,BRL,-
AV.,AVIVA PLC,Financials,Equity,"3,697,276.00",0.02,"3,697,276.00","626,758.00",5.90,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"3,692,033.40",0.02,"3,692,033.40","63,437.00",58.20,United States,NASDAQ,USD,1.00,USD,-
SHL,SIEMENS HEALTHINEERS AG,Health Care,Equity,"3,692,816.92",0.02,"3,692,816.92","70,220.00",52.59,Germany,Xetra,USD,0.97,EUR,-
FRE,FRESENIUS SE AND CO KGAA,Health Care,Equity,"3,689,946.24",0.02,"3,689,946.24","102,157.00",36.12,Germany,Xetra,USD,0.97,EUR,-
9101,NIPPON YUSEN,Industrials,Equity,"3,691,358.76",0.02,"3,691,358.76","115,200.00",32.04,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
PBBANK,PUBLIC BANK,Financials,Equity,"3,686,836.78",0.02,"3,686,836.78","3,739,150.00",0.99,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
UPM,UPM-KYMMENE,Materials,Equity,"3,682,878.82",0.02,"3,682,878.82","131,511.00",28.00,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.97,EUR,-
8308,RESONA HOLDINGS INC,Financials,Equity,"3,676,401.96",0.02,"3,676,401.96","510,800.00",7.20,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
TXT,TEXTRON INC,Industrials,Equity,"3,661,224.00",0.02,"3,661,224.00","48,174.00",76.00,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
AVTR,AVANTOR INC,Health Care,Equity,"3,659,903.66",0.02,"3,659,903.66","165,382.00",22.13,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2357,ASUSTEK COMPUTER INC,Information Technology,Equity,"3,649,798.95",0.02,"3,649,798.95","190,000.00",19.21,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
ACA,CREDIT AGRICOLE SA,Financials,Equity,"3,644,004.38",0.02,"3,644,004.38","263,345.00",13.84,France,Nyse Euronext - Euronext Paris,USD,0.97,EUR,-
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"3,643,137.90",0.02,"3,643,137.90","39,330.00",92.63,United States,NASDAQ,USD,1.00,USD,-
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"3,635,662.16",0.02,"3,635,662.16","78,052.00",46.58,United States,NASDAQ,USD,1.00,USD,-
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"3,632,941.36",0.02,"3,632,941.36","164,834.00",22.04,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2303,UNITED MICRO ELECTRONICS CORP,Information Technology,Equity,"3,630,729.08",0.02,"3,630,729.08","2,876,000.00",1.26,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
8267,AEON LTD,Consumer Staples,Equity,"3,623,737.93",0.02,"3,623,737.93","162,400.00",22.31,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
ACM,AECOM,Industrials,Equity,"3,616,898.64",0.02,"3,616,898.64","33,702.00",107.32,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
BAER,JULIUS BAER GRUPPE AG,Financials,Equity,"3,612,455.19",0.02,"3,612,455.19","55,925.00",64.59,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
CPI,CAPITEC LTD,Financials,Equity,"3,605,277.68",0.02,"3,605,277.68","22,024.00",163.70,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"3,597,345.07",0.02,"3,597,345.07","121,573.00",29.59,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
NXT,NEXT PLC,Consumer Discretionary,Equity,"3,598,227.67",0.02,"3,598,227.67","30,742.00",117.05,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
1,CK HUTCHISON HOLDINGS LTD,Industrials,Equity,"3,598,568.35",0.02,"3,598,568.35","691,516.00",5.20,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"3,594,529.90",0.02,"3,594,529.90","8,710.00",412.69,United States,NASDAQ,USD,1.00,USD,-
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"3,592,742.40",0.02,"3,592,742.40","49,920.00",71.97,United States,NASDAQ,USD,1.00,USD,-
GMAB,GENMAB,Health Care,Equity,"3,577,461.55",0.02,"3,577,461.55","16,136.00",221.71,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
STO,SANTOS LTD,Energy,Equity,"3,577,483.73",0.02,"3,577,483.73","825,370.00",4.33,Australia,Asx - All Markets,USD,1.61,AUD,-
TITAN,TITAN COMPANY LTD,Consumer Discretionary,Equity,"3,562,566.05",0.02,"3,562,566.05","87,729.00",40.61,India,National Stock Exchange Of India,USD,85.87,INR,-
SCMN,SWISSCOM AG,Communication,Equity,"3,561,719.02",0.02,"3,561,719.02","6,364.00",559.67,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
SY1,SYMRISE AG,Materials,Equity,"3,555,822.45",0.02,"3,555,822.45","34,880.00",101.94,Germany,Xetra,USD,0.97,EUR,-
1928,SEKISUI HOUSE LTD,Consumer Discretionary,Equity,"3,554,145.28",0.02,"3,554,145.28","153,700.00",23.12,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
WALMEX*,WALMART DE MEXICO V,Consumer Staples,Equity,"3,552,260.30",0.02,"3,552,260.30","1,276,500.00",2.78,Mexico,Bolsa Mexicana De Valores,USD,20.47,MXN,-
AMCR,AMCOR PLC,Materials,Equity,"3,536,240.85",0.02,"3,536,240.85","370,287.00",9.55,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
1288,AGRICULTURAL BANK OF CHINA LTD H,Financials,Equity,"3,534,924.48",0.02,"3,534,924.48","6,458,000.00",0.55,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
EVRG,EVERGY INC,Utilities,Equity,"3,531,988.17",0.02,"3,531,988.17","57,987.00",60.91,United States,NASDAQ,USD,1.00,USD,-
HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Equity,"3,525,901.62",0.02,"3,525,901.62","40,389.00",87.30,Germany,Xetra,USD,0.97,EUR,-
SUN,SUNCORP GROUP LTD,Financials,Equity,"3,520,783.36",0.02,"3,520,783.36","288,484.00",12.20,Australia,Asx - All Markets,USD,1.61,AUD,-
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,"3,495,703.12",0.02,"3,495,703.12","258,900.00",13.50,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
COLO B,COLOPLAST B,Health Care,Equity,"3,494,819.18",0.02,"3,494,819.18","31,916.00",109.50,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,7.24,DKK,-
PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,Financials,Equity,"3,485,564.12",0.02,"3,485,564.12","238,304.00",14.63,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.14,PLN,-
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Equity,"3,485,599.38",0.02,"3,485,599.38","381,000.00",9.15,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
GFI,GOLD FIELDS LTD,Materials,Equity,"3,486,931.93",0.02,"3,486,931.93","231,691.00",15.05,South Africa,Johannesburg Stock Exchange,USD,18.90,ZAR,-
OKTA,OKTA INC CLASS A,Information Technology,Equity,"3,485,315.18",0.02,"3,485,315.18","40,783.00",85.46,United States,NASDAQ,USD,1.00,USD,-
7182,JAPAN POST BANK LTD,Financials,Equity,"3,482,942.55",0.02,"3,482,942.55","363,300.00",9.59,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
EMIRATESNBD,EMIRATES NBD,Financials,Equity,"3,472,983.61",0.02,"3,472,983.61","590,568.00",5.88,United Arab Emirates,Dubai Financial Market,USD,3.67,AED,-
OTP,OTP BANK,Financials,Equity,"3,473,429.02",0.02,"3,473,429.02","62,838.00",55.28,Hungary,Budapest Stock Exchange,USD,401.62,HUF,-
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"3,471,293.21",0.02,"3,471,293.21","40,315.00",86.10,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
GGG,GRACO INC,Industrials,Equity,"3,469,922.43",0.02,"3,469,922.43","42,167.00",82.29,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,Equity,"3,459,211.69",0.02,"3,459,211.69","110,977.00",31.17,Australia,Asx - All Markets,USD,1.61,AUD,-
MRNA,MODERNA INC,Health Care,Equity,"3,457,657.98",0.02,"3,457,657.98","80,094.00",43.17,United States,NASDAQ,USD,1.00,USD,-
K,KINROSS GOLD CORP,Materials,Equity,"3,454,808.01",0.02,"3,454,808.01","324,088.00",10.66,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
DELTA.R,DELTA ELECTRONICS (THAILAND) NON-V,Information Technology,Equity,"3,454,906.86",0.02,"3,454,906.86","769,300.00",4.49,Thailand,Stock Exchange Of Thailand,USD,34.63,THB,-
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"3,447,369.28",0.02,"3,447,369.28","169,654.00",20.32,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Equity,"3,437,139.74",0.02,"3,437,139.74","342,900.00",10.02,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"3,434,714.40",0.02,"3,434,714.40","36,790.00",93.36,United States,NASDAQ,USD,1.00,USD,-
7936,ASICS CORP,Consumer Discretionary,Equity,"3,417,198.92",0.02,"3,417,198.92","166,000.00",20.59,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
MRU,METRO INC,Consumer Staples,Equity,"3,411,638.33",0.02,"3,411,638.33","54,409.00",62.70,Canada,Toronto Stock Exchange,USD,1.44,CAD,-
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"3,411,873.30",0.02,"3,411,873.30","14,610.00",233.53,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2015,LI AUTO CLASS A INC,Consumer Discretionary,Equity,"3,393,978.91",0.02,"3,393,978.91","301,876.00",11.24,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
MAYBANK,MALAYAN BANKING,Financials,Equity,"3,387,085.94",0.02,"3,387,085.94","1,513,100.00",2.24,Malaysia,Bursa Malaysia,USD,4.50,MYR,-
EVO,EVOLUTION,Consumer Discretionary,Equity,"3,387,433.09",0.02,"3,387,433.09","45,059.00",75.18,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
7832,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,Equity,"3,388,181.67",0.02,"3,388,181.67","151,200.00",22.41,Japan,Tokyo Stock Exchange,USD,157.98,JPY,-
DT,DYNATRACE INC,Information Technology,Equity,"3,382,414.80",0.02,"3,382,414.80","64,760.00",52.23,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
EPI A,EPIROC CLASS A,Industrials,Equity,"3,380,899.87",0.02,"3,380,899.87","194,400.00",17.39,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
VTRS,VIATRIS INC,Health Care,Equity,"3,373,628.96",0.02,"3,373,628.96","282,076.00",11.96,United States,NASDAQ,USD,1.00,USD,-
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"3,367,878.80",0.02,"3,367,878.80","24,280.00",138.71,United States,NASDAQ,USD,1.00,USD,-
2412,CHUNGHWA TELECOM LTD,Communication,Equity,"3,367,368.79",0.02,"3,367,368.79","902,140.00",3.73,Taiwan,Taiwan Stock Exchange,USD,32.95,TWD,-
WTC,WISETECH GLOBAL LTD,Information Technology,Equity,"3,365,526.17",0.02,"3,365,526.17","43,192.00",77.92,Australia,Asx - All Markets,USD,1.61,AUD,-
ROL,ROLLINS INC,Industrials,Equity,"3,361,580.10",0.02,"3,361,580.10","72,526.00",46.35,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
SGE,SAGE GROUP PLC,Information Technology,Equity,"3,352,726.34",0.02,"3,352,726.34","209,876.00",15.97,United Kingdom,London Stock Exchange,USD,0.81,GBP,-
COH,COCHLEAR LTD,Health Care,Equity,"3,348,501.69",0.02,"3,348,501.69","17,804.00",188.08,Australia,Asx - All Markets,USD,1.61,AUD,-
AENA,AENA SME SA,Industrials,Equity,"3,313,437.11",0.02,"3,313,437.11","15,879.00",208.67,Spain,Bolsa De Madrid,USD,0.97,EUR,-
2,CLP HOLDINGS LTD,Utilities,Equity,"3,302,191.41",0.02,"3,302,191.41","406,000.00",8.13,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
STMN,STRAUMANN HOLDING AG,Health Care,Equity,"3,300,850.08",0.02,"3,300,850.08","25,778.00",128.05,Switzerland,SIX Swiss Exchange,USD,0.91,CHF,-
TRN,TERNA RETE ELETTRICA NAZIONALE,Utilities,Equity,"3,301,469.92",0.02,"3,301,469.92","414,786.00",7.96,Italy,Borsa Italiana,USD,0.97,EUR,-
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"3,300,141.42",0.02,"3,300,141.42","14,442.00",228.51,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
55550,SHINHAN FINANCIAL GROUP LTD,Financials,Equity,"3,293,945.16",0.02,"3,293,945.16","97,198.00",33.89,Korea (South),Korea Exchange (Stock Market),USD,"1,460.65",KRW,-
HEIA,HEICO CORP CLASS A,Industrials,Equity,"3,294,248.79",0.02,"3,294,248.79","18,417.00",178.87,United States,New York Stock Exchange Inc.,USD,1.00,USD,-
2020,ANTA SPORTS PRODUCTS LTD,Consumer Discretionary,Equity,"3,282,301.02",0.02,"3,282,301.02","325,000.00",10.10,China,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
ALFA,ALFA LAVAL,Industrials,Equity,"3,269,970.66",0.02,"3,269,970.66","77,133.00",42.39,Sweden,Nasdaq Omx Nordic,USD,11.15,SEK,-
FPH,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,Equity,"3,264,690.77",0.02,"3,264,690.77","154,680.00",21.11,New Zealand,New Zealand Exchange Ltd,USD,1.79,NZD,-
KPN,KONINKLIJKE KPN NV,Communication,Equity,"3,265,241.56",0.02,"3,265,241.56","899,884.00",3.63,Netherlands,Euronext Amsterdam,USD,0.97,EUR,-
ULTRACEMCO,ULTRATECH CEMENT LTD,Materials,Equity,"3,246,180.93",0.02,"3,246,180.93","24,756.00",131.13,India,National Stock Exchange Of India,USD,85.87,INR,-
